INSTNM,CITY,STABBR,INSTURL,ADM_RATE,ADM_RATE_ALL,SAT_AVG,ACTCMMID,Agriculture,CIP03BACHL,Architecture,CIP05BACHL,Communications/Journalism,CIP10BACHL,Computer and Information Sciences,Culinary Services,Education,Engineering,CIP15BACHL,CIP16BACHL,CIP19BACHL,Legal Professions and Studies,English Language and Literature,Liberal Arts and Sciences,CIP25BACHL,Biological and Biomedical Sciences,Mathematics and Statistics,CIP29BACHL,CIP30BACHL,CIP31BACHL,Philosophy and Religious Studies,CIP39BACHL,CIP40BACHL,CIP41BACHL,Psychology,CIP43BACHL,CIP44BACHL,Social Sciences,CIP46BACHL,CIP47BACHL,CIP48BACHL,CIP49BACHL,Visual and Performing Arts,CIP51BACHL,Business,History,COSTT4_A
Logan University,Chesterfield,MO,www.logan.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Metropolitan Community College-Kansas City,Kansas City,MO,www.mcckc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12226
Lutheran School of Nursing,Saint Louis,MO,www.nursingschoollmc.com,1,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27980
Maryville University of Saint Louis,Saint Louis,MO,www.maryville.edu,0.7205,0.720521173,1137,25,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,2,1,1,39236
Merrell University of Beauty Arts and Science,Jefferson City,MO,merrelluniversity.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Metro Business College-Cape Girardeau,Cape Girardeau,MO,www.metrobusinesscollege.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16789
Midwest Institute,Fenton,MO,midwestinstitute.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Midwestern Baptist Theological Seminary,Kansas City,MO,https://www.mbts.edu,0.7636,0.763636364,970,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19733
Mineral Area College,Park Hills,MO,www.mineralarea.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13289
Westwood College-O'Hare Airport,Chicago,IL,www.westwood.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,30189
Missouri Baptist University,Saint Louis,MO,www.mobap.edu,0.6023,0.602312139,984,21,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,32293
National Academy of Beauty Arts-Farmington,Farmington,MO,www.naba.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Missouri College,Brentwood,MO,www.missouricollege.edu/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23556
Missouri School of Barbering & Hairstyling-St. Louis,Florissant,MO,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Missouri Southern State University,Joplin,MO,www.mssu.edu,0.96,0.96003996,990,21,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,2,0,1,1,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,1,2,2,1,13542
Missouri Tech,Saint Charles,MO,www.motech.edu,1,1,NULL,NULL,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23900
Missouri Valley College,Marshall,MO,www.moval.edu,0.4378,0.437774524,NULL,NULL,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,29173
Missouri Western State University,Saint Joseph,MO,https://www.missouriwestern.edu,NULL,NULL,NULL,NULL,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,15805
University of Missouri-Columbia,Columbia,MO,missouri.edu/,0.7767,0.776685725,1166,26,1,1,0,1,1,0,1,0,2,1,0,1,1,0,1,2,0,1,1,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,1,1,22943
University of Missouri-Kansas City,Kansas City,MO,www.umkc.edu/,0.6426,0.642607683,1129,25,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,2,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2,1,1,24436
Missouri University of Science and Technology,Rolla,MO,www.mst.edu/,0.8585,0.858540677,1283,29,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,21798
University of Missouri-St Louis,Saint Louis,MO,www.umsl.edu/,0.7578,0.757767549,1105,24,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,22165
Moberly Area Community College,Moberly,MO,www.macc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11979
Hillyard Technical Center,Saint Joseph,MO,www.hillyardtech.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
National Academy of Beauty Arts-St Louis,Saint Louis,MO,www.nabacollege.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Nazarene Theological Seminary,Kansas City,MO,www.nts.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Neosho Beauty College,Neosho,MO,neoshobeautycollege.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Truman State University,Kirksville,MO,www.truman.edu,0.7448,0.744810745,1226,27,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,19368
Northwest Missouri State University,Maryville,MO,www.nwmissouri.edu,0.7658,0.765818793,1051,23,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,2,1,17376
Ozark Christian College,Joplin,MO,www.occ.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19321
College of the Ozarks,Point Lookout,MO,www.cofo.edu,0.0831,0.083064279,1074,23,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,26900
Park University,Parkville,MO,www.park.edu,0.6663,0.666269368,NULL,NULL,1,0,0,0,1,0,2,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,2,2,0,0,0,1,1,1,2,1,19322
Stevens-The Institute of Business & Arts,Saint Louis,MO,www.siba.edu,1,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24204
Poplar Bluff Technical Career Center,Poplar Bluff,MO,www.poplarbluffschools.net,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Ranken Technical College,Saint Louis,MO,www.ranken.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22451
Research College of Nursing,Kansas City,MO,www.researchcollege.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NULL
Rockhurst University,Kansas City,MO,www.rockhurst.edu,0.7694,0.769446672,1164,26,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,43750
Rolla Technical Institute/Center,Rolla,MO,rolla.k12.mo.us,0.6533,0.653333333,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Everest College-Springfield,Springfield,MO,www.everest.edu/campus/springfield,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26013
Saint Louis University,Saint Louis,MO,www.slu.edu,0.6108,0.610830173,1239,28,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,2,0,1,1,0,0,1,1,1,1,0,1,2,1,1,0,0,0,1,1,1,2,1,52310
Salem College of Hairstyling,Rolla,MO,www.centralandsalemcolleges.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Sanford-Brown College-Fenton,Fenton,MO,www.sanford-browncollege.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,NULL
American College of Hair Design Inc,Sedalia,MO,www.americancollegeofhairdesign.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Sikeston Career and Technology Center,Sikeston,MO,www.sikestonr6.org,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Saint Louis Christian College,Florissant,MO,www.stlchristian.edu,0.9333,0.933333333,990,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16116
St Louis College of Pharmacy,Saint Louis,MO,www.stlcop.edu,NULL,0.694382022,1188,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39799
Saint Louis Community College,Saint Louis,MO,www.stlcc.edu/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11923
Saint Paul School of Theology,Leawood,KS,www.spst.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Southwest Baptist University,Bolivar,MO,www.sbuniv.edu,0.6185,0.618453865,1070,23,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,29870
Missouri State University-West Plains,West Plains,MO,www.wp.missouristate.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16714
Saint Luke's College of Health Sciences,Kansas City,MO,www.saintlukescollege.edu/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NULL
St Louis College of Health Careers-St Louis,Saint Louis,MO,www.slchc.com,NULL,0.787234043,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
State Fair Community College,Sedalia,MO,www.sfccmo.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11015
Stephens College,Columbia,MO,www.stephens.edu,0.536,0.535993062,1064,23,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,42776
Southeast Missouri State University,Cape Girardeau,MO,www.semo.edu,0.8478,0.847789474,1050,23,1,1,0,0,1,0,1,0,1,1,2,1,1,0,1,2,0,1,1,0,2,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,17405
Missouri State University-Springfield,Springfield,MO,www.missouristate.edu,0.8503,0.850323222,1090,24,2,1,1,0,1,0,1,0,2,1,2,1,2,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,2,0,0,0,0,1,2,2,1,19251
Three Rivers Community College,Poplar Bluff,MO,www.trcc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12845
North Central Missouri College,Trenton,MO,www.ncmissouri.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089
Truman Medical Center School of Nurse Anesthesia,Kansas City,MO,crna.tmchost.com/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Kansas City University of Medicine and Biosciences,Kansas City,MO,www.kcumb.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Washington University in St Louis,Saint Louis,MO,www.wustl.edu,0.1713,0.17130533,1478,33,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,63755
Webster University,Saint Louis,MO,www.webster.edu,0.7206,0.720578114,1105,24,0,1,0,1,2,1,1,0,1,0,0,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,1,39110
Wentworth Military Academy and College,Lexington,MO,www.wma.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30439
Westminster College,Fulton,MO,WWW.WESTMINSTER-MO.EDU,0.6634,0.66344294,1114,25,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,34470
William Jewell College,Liberty,MO,www.jewell.edu,0.6283,0.628324946,1141,25,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,43791
William Woods University,Fulton,MO,www.williamwoods.edu,0.763,0.763020833,1042,23,1,0,0,0,1,0,0,0,2,0,0,2,0,2,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2,1,34371
Academy of Cosmetology,Bozeman,MT,www.academycosmetology.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Blackfeet Community College,Browning,MT,bfcc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14971
Butte Academy of Beauty Culture,Butte,MT,butteacademyofbeauty.ipage.com/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Highlands College of Montana Tech,Butte,MT,www.mtech.edu/,NULL,0.907462687,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13107
Crevier's Academy of Cosmetology Arts,Kalispell,MT,www.crevierschool.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Carroll College,Helena,MT,www.carroll.edu,0.5753,0.575276439,1133,25,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,40762
Dawson Community College,Glendive,MT,www.dawson.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12262
Chief Dull Knife College,Lame Deer,MT,cdkc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9189
Montana State University-Billings,Billings,MT,www.msubillings.edu,NULL,NULL,NULL,NULL,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0,1,1,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,2,1,15893
Flathead Valley Community College,Kalispell,MT,www.fvcc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12907
Aaniiih Nakoda College,Harlem,MT,www.ancollege.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12060
Fort Peck Community College,Poplar,MT,www.fpcc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9835
Great Falls College Montana State University,Great Falls,MT,www.gfcmsu.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13337
University of Great Falls,Great Falls,MT,www.ugf.edu,0.6571,0.657052963,NULL,NULL,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,2,2,0,2,0,0,0,0,1,1,1,1,32581
Helena College University of Montana,Helena,MT,www.umhelena.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14646
Little Big Horn College,Crow Agency,MT,www.lbhc.edu/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100
Miles Community College,Miles City,MT,www.milescc.edu/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10788
Modern Beauty School Inc,Missoula,MT,modernbeautyschool.org,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Montana Tech of the University of Montana,Butte,MT,www.mtech.edu,0.9075,0.907462687,1125,25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,16598
Montana State University,Bozeman,MT,www.montana.edu/,0.8385,0.838466556,1128,25,1,2,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,18886
The University of Montana,Missoula,MT,www.umt.edu,0.9272,0.927221703,1075,23,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,2,1,1,1,18059
Montana State University-Northern,Havre,MT,www.msun.edu,1,1,917,19,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,2,2,0,0,1,0,0,1,2,2,0,16190
Rocky Mountain College,Billings,MT,rocky.edu,0.6361,0.636118598,1031,23,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,34355
Salish Kootenai College,Pablo,MT,www.skc.edu,NULL,NULL,NULL,NULL,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,13035
The University of Montana-Western,Dillon,MT,www.umwestern.edu,NULL,NULL,NULL,NULL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,14792
La'James International College,Fremont,NE,www.ljic.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Bellevue University,Bellevue,NE,www.bellevue.edu,NULL,NULL,NULL,NULL,0,0,0,0,2,0,2,0,2,0,0,0,0,2,2,0,0,2,0,0,0,1,2,0,0,0,2,2,2,2,0,0,0,0,2,2,2,1,15189
Clarkson College,Omaha,NE,www.clarksoncollege.edu/,0.6134,0.613445378,990,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,24048
Bryan College of Health Sciences,Lincoln,NE,www.bryanhealthcollege.edu/bcohs/,0.573,0.573033708,1050,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23203
Central Community College,Grand Island,NE,www.cccneb.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10461
Chadron State College,Chadron,NE,www.csc.edu,NULL,NULL,NULL,NULL,1,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,2,1,2,0,2,1,0,0,1,0,2,1,1,0,0,0,0,0,1,1,2,1,16135
College of Hair Design-Downtown,Lincoln,NE,collegeofhairdesign.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Concordia University-Nebraska,Seward,NE,www.cune.edu,0.7661,0.766106443,1067,24,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,1,2,2,1,34816
Creighton University,Omaha,NE,www.creighton.edu,0.7267,0.726720648,1200,27,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,2,1,47780
Doane University-Arts & Sciences,Crete,NE,www.doane.edu,0.7935,0.793484942,1060,23,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,38380
Grace University,Omaha,NE,https://www.graceuniversity.edu/,0.4462,0.446153846,1064,24,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,28826
Hastings College,Hastings,NE,www.hastings.edu,0.6965,0.696498054,1079,24,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,36689
CHI Health School of Radiologic Technology,Omaha,NE,www.alegent.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Joseph's College Cosmetology,Lincoln,NE,josephscollege.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
University of Nebraska at Kearney,Kearney,NE,www.unk.edu,0.8411,0.841093865,1049,23,1,0,0,0,1,0,1,0,2,0,0,1,1,0,2,1,0,1,1,0,0,1,1,0,1,0,1,2,1,2,0,0,0,0,1,1,1,1,19797
Kaplan University-Lincoln Campus,Lincoln,NE,www.kaplanuniversity.edu/lincoln-nebraska.aspx,NULL,NULL,NULL,NULL,0,2,0,0,2,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,2,1,2,0,0,0,0,0,2,2,0,25514
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,www.methodistcollege.edu,0.8261,0.826086957,1090,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24527
